ID,item_cnt_month
0,1.5894404649734497
1,0.0
2,0.4085909128189087
3,0.0
4,0.0
5,0.0
6,4.330489158630371
7,0.0
8,0.43804752826690674
9,0.0
10,1.360474705696106
11,0.0
12,0.0
13,0.0
14,0.0
15,0.7304660081863403
16,0.0
17,0.0
18,2.6951448917388916
19,0.0
20,0.0
21,0.0
22,2.2594516277313232
23,0.7590495347976685
24,2.3065035343170166
25,0.0
26,0.0
27,1.0237685441970825
28,0.0
29,5.000074863433838
30,0.0
31,0.0
32,0.8818737268447876
33,1.3814871311187744
34,0.0
35,0.0
36,0.0
37,1.0115193128585815
38,0.0
39,0.0
40,2.224597215652466
41,2.424238920211792
42,3.461350440979004
43,3.5582680702209473
44,4.2884297370910645
45,0.0
46,3.4986345767974854
47,0.0
48,0.0
49,2.427950620651245
50,2.2848188877105713
51,0.0
52,0.0
53,0.0
54,4.278421401977539
55,2.6906397342681885
56,1.497435212135315
57,1.0977891683578491
58,2.6043708324432373
59,4.238089561462402
60,2.9179463386535645
61,0.0
62,0.31482088565826416
63,2.390615701675415
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,2.544748544692993
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,2.757398843765259
81,1.3200503587722778
82,0.7307604551315308
83,0.0
84,0.0
85,0.3745073080062866
86,0.0
87,0.0
88,1.8277722597122192
89,1.8282252550125122
90,0.21621622145175934
91,0.0
92,2.1151182651519775
93,0.0
94,1.7869378328323364
95,0.0
96,0.0
97,0.0
98,2.9974265098571777
99,2.592898368835449
100,4.3725409507751465
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,1.8419841527938843
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,2.1638376712799072
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,2.169947385787964
125,2.1633718013763428
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,2.526785373687744
134,0.0
135,0.0
136,0.0
137,0.0
138,1.1689387559890747
139,0.0
140,0.0
141,0.600896954536438
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,2.1827518939971924
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.7422605752944946
164,0.0
165,0.0
166,1.0492688417434692
167,0.0
168,0.0
169,0.0
170,0.0
171,1.1927767992019653
172,0.0
173,3.118008852005005
174,3.6055514812469482
175,4.311544895172119
176,1.4023581743240356
177,0.0
178,0.0
179,0.0
180,1.3681460618972778
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,3.4644861221313477
192,0.4386941194534302
193,0.0
194,0.0
195,0.0
196,0.0
197,3.546015977859497
198,2.1749250888824463
199,0.0
200,0.0
201,0.0
202,0.0
203,1.1441806554794312
204,0.0
205,0.0
206,0.0
207,0.0
208,2.018203020095825
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,2.9732956886291504
219,2.3384182453155518
220,0.0
221,0.0
222,0.0
223,0.8222478628158569
224,1.596530556678772
225,1.5897988080978394
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,6.606339931488037
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,1.233017086982727
238,0.0
239,3.022867202758789
240,0.2681361436843872
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,1.8069192171096802
247,1.5874391794204712
248,0.0
249,0.0
250,0.39935457706451416
251,0.0
252,0.0
253,1.4152156114578247
254,0.7861677408218384
255,4.743714809417725
256,0.0
257,0.0
258,0.0
259,0.5522996187210083
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,6.723104476928711
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,4.163832187652588
284,0.0
285,0.0
286,0.0
287,0.9054986238479614
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,7.1253461837768555
295,7.13309907913208
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,4.285236358642578
302,4.800279140472412
303,3.3492581844329834
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,3.466033697128296
313,0.0
314,0.0
315,0.0
316,0.0
317,1.3217374086380005
318,0.0
319,0.0
320,0.0
321,0.0
322,0.8378621339797974
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,1.3324967622756958
335,2.1637086868286133
336,0.0
337,0.0
338,0.0
339,2.5312864780426025
340,0.0
341,0.0
342,0.0
343,1.0176907777786255
344,0.0
345,0.0
346,1.6112500429153442
347,1.6114646196365356
348,1.8450452089309692
349,0.0
350,0.0
351,3.63100004196167
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,4.109048843383789
358,0.15485109388828278
359,0.0
360,0.0
361,1.037741780281067
362,0.0
363,1.4058128595352173
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,1.874613881111145
375,1.5173403024673462
376,1.5037685632705688
377,0.0
378,0.0
379,0.0
380,5.0369873046875
381,0.0
382,0.0
383,0.0
384,1.193156361579895
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,2.196647882461548
393,2.0113437175750732
394,0.0
395,0.0
396,1.9028006792068481
397,2.160987138748169
398,0.0
399,0.0
400,0.0
401,0.0
402,2.6237919330596924
403,0.22036637365818024
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,2.5140345096588135
412,3.0853140354156494
413,0.0
414,0.0
415,1.7372666597366333
416,0.0
417,0.0
418,0.0
419,0.0
420,0.7210904359817505
421,0.6496840715408325
422,0.0
423,3.541328191757202
424,0.0
425,0.0
426,0.0
427,0.0
428,2.3687784671783447
429,0.0
430,0.2993265390396118
431,3.5624959468841553
432,0.0
433,0.0
434,0.0
435,2.756828546524048
436,0.0
437,0.6097513437271118
438,0.6122475862503052
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,2.473757743835449
450,0.0
451,0.0
452,0.0
453,0.0
454,3.2205398082733154
455,0.0
456,0.0
457,0.0
458,4.228675842285156
459,1.4490729570388794
460,63.51074981689453
461,1.3678990602493286
462,0.0
463,1.0039998292922974
464,1.0952397584915161
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,3.179847002029419
472,0.0
473,0.0
474,1.0405923128128052
475,1.042232632637024
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,1.1728516817092896
485,0.0
486,0.0
487,0.0
488,0.0
489,0.7730132341384888
490,0.0
491,0.0
492,2.6768386363983154
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,4.176985740661621
499,0.0
500,0.0
501,1.5564695596694946
502,0.0
503,0.0
504,3.607062578201294
505,0.1776958853006363
506,1.4646557569503784
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.20559324324131012
519,0.0
520,0.0
521,2.019749879837036
522,2.5556156635284424
523,0.22246254980564117
524,0.0
525,2.779040575027466
526,0.7205468416213989
527,0.0
528,0.0
529,0.0
530,0.0
531,1.6898459196090698
532,0.6290313005447388
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,1.4416471719741821
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,1.6474615335464478
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,1.819874882698059
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.7561274766921997
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.741705060005188
585,0.0
586,0.0
587,0.0
588,5.645509719848633
589,0.0
590,0.7432643175125122
591,0.0
592,0.0
593,0.0
594,0.0
595,0.02256406843662262
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,1.0873602628707886
610,0.0
611,1.0287638902664185
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,2.4862782955169678
624,0.0
625,0.0
626,0.4958239793777466
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,1.5938445329666138
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.49358808994293213
642,0.0
643,0.0
644,0.0
645,0.0
646,0.49090874195098877
647,0.0
648,0.0
649,0.0
650,0.0
651,1.3246666193008423
652,0.0
653,0.0
654,2.2121174335479736
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,2.2329018115997314
664,0.0
665,2.1836788654327393
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,1.6902588605880737
677,1.0297199487686157
678,0.0
679,1.0949755907058716
680,0.0
681,0.0
682,3.4124538898468018
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,3.7579450607299805
696,0.0
697,0.0
698,0.0
699,0.0
700,1.4171396493911743
701,0.0
702,1.415554165840149
703,1.4153553247451782
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,3.2362372875213623
710,0.0
711,0.0
712,0.0
713,15.919764518737793
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,1.1169902086257935
722,0.0
723,1.6055928468704224
724,0.0
725,0.0
726,1.4128681421279907
727,0.0
728,0.0
729,1.4703117609024048
730,0.0
731,0.0
732,1.8279496431350708
733,0.0
734,0.0
735,0.0
736,0.0
737,1.9962629079818726
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,1.4257856607437134
745,0.0
746,0.0
747,1.4850841760635376
748,0.251897931098938
749,0.0
750,0.0
751,0.0
752,1.3892184495925903
753,0.0
754,5.313608169555664
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,3.0083844661712646
761,0.0
762,0.0
763,1.3889180421829224
764,2.786966562271118
765,0.0
766,0.0
767,2.136972665786743
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,1.4297209978103638
782,1.4774409532546997
783,0.0
784,0.0
785,0.9747377634048462
786,1.4452730417251587
787,1.2807756662368774
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,1.446048378944397
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,1.4345279932022095
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,1.428533673286438
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,1.1643229722976685
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.8850079774856567
834,1.0299931764602661
835,0.0
836,0.0
837,1.3602715730667114
838,3.553624391555786
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.6048418283462524
853,0.0
854,0.0
855,1.289028286933899
856,0.0
857,6.559634208679199
858,0.0
859,0.9982320070266724
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,1.8631807565689087
866,0.0
867,0.0
868,1.1021209955215454
869,0.0
870,2.930237054824829
871,0.0
872,0.0
873,0.0
874,0.0
875,6.27549934387207
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,1.3037148714065552
883,3.227368116378784
884,0.0
885,4.8813276290893555
886,0.0
887,0.5305768251419067
888,0.0
889,0.0
890,0.6322900056838989
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,1.5981179475784302
902,0.0
903,0.0
904,0.06937707960605621
905,0.0
906,1.3450762033462524
907,0.0
908,0.0
909,0.0
910,0.0
911,5.08172607421875
912,1.298115849494934
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,2.8090059757232666
922,0.0
923,0.0
924,2.3234665393829346
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,1.2743545770645142
938,0.0
939,0.0
940,0.0
941,0.19565071165561676
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,1.4636870622634888
974,0.0
975,0.0
976,0.0
977,5.993229866027832
978,0.4603337049484253
979,4.550411224365234
980,0.0
981,0.0
982,0.47534000873565674
983,0.0
984,0.0
985,0.0
